ʔ,,aː,,1
ʔ,,aː,j,1
ʔ,,aː,m,1
ʔ,,aː,n,1
ʔ,,ɛ,ŋ,1
ʔ,,aː,w,1
ɓ,,aː,,1
ɓ,,aː,n,1
ɓ,,aː,ŋ,1
ɓ,,ɛ,ŋ,1
ɓ,,aː,w,1
ɓ,,i,,1
ɓ,,i,ŋ,1
ɓ,,iə,m,1
ɓ,,iə,n,1
ɓ,,iə,m,5
ɓ,,iə,n,5
ɓ,,iə,n,2
ɓ,,iə,n,3
ɓ,,iə,n,6
ɓ,,iə,t,5
ɓ,,iə,t,6
ɓ,,iə,w,2
ɓ,,iə,w,3
ɓ,,iə,w,4
ɓ,,aː,,2
ɓ,,aː,j,2
ɓ,,aː,n,2
ɓ,,aː,ŋ,2
ɓ,,ɛ,ŋ,2
ɓ,,aː,w,2
ɓ,,aː,,5
ɓ,,aː,k,5
ɓ,,ɛ,k,5
ɓ,,aː,j,5
ɓ,,aː,n,5
ɓ,,aː,ŋ,5
ɓ,,aː,w,5
ɓ,,aː,t,5
ɓ,,ə,n,1
ɓ,,aː,j,4
ɓ,,aː,w,4
ɓ,,i,,2
ɓ,,i,ŋ,2
ɓ,,i,,5
ɓ,,i,k,5
ɓ,,i,ŋ,5
ɓ,,o,,1
ɓ,,o,j,1
ɓ,,o,n,1
ɓ,,u,j,2
ɓ,,u,t,5
ɓ,,i,,4
ɓ,,aː,,3
ɓ,,e,,5
ɓ,,e,,2
ɓ,,e,,4
ɓ,,e,,6
ɓ,,i,,3
ɓ,,i,,6
ɓ,,o,,5
ɓ,,o,,2
ɓ,,o,,3
ɓ,,o,,6
ɓ,,aː,k,6
ɓ,,a,k,5
ɓ,,a,k,6
ɓ,,o,k,5
ɓ,,o,k,6
ɓ,,ɨ,k,5
ɓ,,ɛ,k,6
ɓ,,i,k,6
ɓ,,aː,j,6
ɓ,,o,j,5
ɓ,,o,j,2
ɓ,,o,j,6
ɓ,,ə,m,3
ɓ,,aː,n,6
ɓ,,aː,n,3
ɓ,,ə,n,5
ɓ,,ə,n,2
ɓ,,o,n,2
ɓ,,o,n,3
ɓ,,o,n,6
ɓ,,a,ŋ,1
ɓ,,aː,ŋ,6
ɓ,,aː,ŋ,3
ɓ,,a,ŋ,2
ɓ,,o,ŋ,2
ɓ,,o,ŋ,3
ɓ,,e,ŋ,6
ɓ,,i,ŋ,3
ɓ,,aː,w,6
ɓ,,aː,w,3
ɓ,,aː,t,6
ɓ,,ə,t,5
ɓ,,ə,t,6
ɓ,,o,t,6
ɓ,,ɨ,w,1
ɓ,,ə,w,2
k,,aː,,1
k,,aː,j,1
k,,aː,m,1
k,,aː,n,1
k,,aː,ŋ,1
k,,ɛ,ŋ,1
k,,aː,w,1
c,,aː,,1
c,,ɛ,ŋ,1
c,,i,,1
c,,i,ŋ,1
c,,iə,m,1
c,,iə,n,1
c,,iə,w,1
c,,iə,m,5
c,,iə,n,5
c,,iə,p,5
c,,iə,t,5
c,,iə,w,5
c,,iə,w,3
c,,u,,1
c,,u,ŋ,1
c,w,i,,1
c,w,iə,n,1
c,w,iə,n,5
c,w,iə,n,3
c,w,iə,t,5
c,w,e,,5
c,w,ə,n,3
c,,aː,ŋ,2
c,,aː,,5
c,,ə,m,1
c,,ə,n,1
c,,ə,w,1
c,,i,,5
c,,i,k,5
c,,i,ŋ,5
c,,u,,2
c,,u,j,2
c,,u,,5
c,,u,k,5
c,,u,ŋ,5
c,,u,j,5
c,,ɨ,,1
c,,e,,5
c,,i,,3
c,,u,,3
c,,ɨ,,5
c,,ɨ,,3
c,,ɨ,k,5
c,,ə,m,5
c,,ə,m,3
c,,ə,n,5
c,,ə,n,3
c,,ɨ,ŋ,1
c,,u,ŋ,3
c,,ɨ,ŋ,5
c,,ɨ,ŋ,3
c,,i,ŋ,3
c,,ə,p,5
c,,ə,t,5
c,,ɨ,w,3
c,,ɨ,w,6
c,,u,j,3
c,,ɨə,k,5
c,,ɨə,ŋ,1
c,,ɨə,ŋ,5
c,,ɨə,ŋ,3
k,,u,ŋ,1
k,,uə,ŋ,5
k,,uə,ŋ,2
k,,aː,n,2
k,,aː,,5
k,,aː,k,5
k,,ɛ,k,5
k,,aː,j,5
k,,aː,m,5
k,,aː,n,5
k,,ɛ,ŋ,5
k,,aː,w,5
k,,aː,p,5
k,,aː,t,5
k,,ə,m,1
k,,ə,n,1
k,,ə,w,1
k,,o,,1
k,,o,j,1
k,,o,n,1
k,,o,ŋ,1
k,,u,,2
k,,u,ŋ,2
k,,u,,5
k,,u,k,5
k,,u,,4
k,,əː,,1
k,,ɨ,,1
k,,o,,5
k,,o,,3
k,,u,,6
k,,u,,3
k,,ɨ,,5
k,,ɨ,,2
k,,ɨ,,3
k,,ɨ,,6
k,,o,k,5
k,,u,k,6
k,,ɨ,k,5
k,,ɨ,k,6
k,,aː,j,3
k,,o,j,5
k,,aː,m,3
k,,ə,m,5
k,,ə,m,2
k,,ə,m,3
k,,a,n,1
k,,aː,n,3
k,,ə,n,5
k,,ə,n,2
k,,ə,n,3
k,,ə,n,6
k,,o,n,3
k,,a,ŋ,1
k,,aː,ŋ,3
k,,a,ŋ,5
k,,o,ŋ,5
k,,o,ŋ,6
k,,u,ŋ,3
k,,ɛ,ŋ,6
k,,ɛ,ŋ,3
k,,aː,w,3
k,,ə,p,5
k,,ə,p,6
k,,ə,t,6
k,,o,t,5
k,,o,t,6
k,,ɨ,w,1
k,,ə,w,5
k,,ə,w,2
k,,ə,w,3
k,,ɨ,w,5
k,,ɨ,w,2
k,,ɨ,w,3
k,,ɨ,w,4
k,,ɨ,w,6
k,,ɨə,k,5
k,,ɨə,k,6
k,,ɨə,ŋ,1
k,,ɨə,ŋ,2
k,,ɨə,ŋ,4
z,,aː,,1
z,,ɛ,ŋ,1
z,,aː,w,1
z,,i,,1
z,,i,ŋ,1
z,,iə,m,1
z,,iə,n,1
z,,iə,w,1
z,,iə,k,6
z,,iə,m,4
z,,iə,m,6
z,,iə,n,4
z,,iə,n,6
z,,iə,p,5
z,,iə,p,6
z,,iə,t,6
z,,iə,w,5
z,,iə,w,3
z,,iə,w,6
z,,ɔ,,1
z,w,ɛ,ŋ,1
z,,ɔ,ŋ,1
z,w,aː,n,4
z,,u,,1
z,,u,ŋ,1
z,w,i,,1
z,w,iə,n,1
z,w,iə,n,5
z,w,iə,n,6
z,w,iə,t,6
z,w,e,,6
z,w,ə,n,4
z,w,ə,t,6
z,,ə,m,1
z,,ə,n,1
z,,aː,,4
z,,e,,1
z,,i,,4
z,,u,,4
z,,ɨ,,1
z,,aː,,6
z,,i,,6
z,,u,,6
z,,ɨ,,4
z,,ɨ,,6
z,,a,k,6
z,,u,k,6
z,,ɨ,k,6
z,,i,k,6
z,,əː,j,5
z,,aː,m,3
z,,ə,n,2
z,,ə,n,4
z,,ə,n,6
z,,a,ŋ,1
z,,u,ŋ,4
z,,aː,ŋ,6
z,,a,ŋ,5
z,,u,ŋ,6
z,,ɨ,ŋ,6
z,,i,ŋ,4
z,,ə,p,6
z,,ə,t,6
z,,ə,w,6
z,,ɨ,w,5
z,,ɨ,w,3
z,,ɨ,w,4
z,,ɨə,k,6
z,,ɨə,ŋ,1
z,,ɨə,ŋ,4
z,,ɨə,ŋ,6
ʑ,,aː,,1
ʑ,,aː,j,1
ʑ,,aː,m,1
ʑ,,aː,n,1
ʑ,,aː,ŋ,1
ʑ,,aː,w,1
ʑ,,aː,,2
ʑ,,aː,,5
ʑ,,aː,k,5
ʑ,,aː,m,5
ʑ,,aː,n,5
ʑ,,aː,ŋ,5
ʑ,,aː,w,5
ʑ,,aː,p,5
ʑ,,aː,,3
ʑ,,aː,j,3
ʑ,,əː,j,5
ʑ,,aː,m,3
ʑ,,aː,n,3
ʑ,,aː,ŋ,3
ʑ,,aː,w,3
h,,aː,,1
h,,aː,j,1
h,,aː,m,1
h,,aː,n,1
h,,aː,ŋ,1
h,,ɛ,ŋ,1
h,,aː,w,1
h,,i,,1
h,,i,ŋ,1
h,,iə,n,1
h,,iə,w,1
h,,iə,m,2
h,,iə,m,3
h,,iə,n,5
h,,iə,n,2
h,,iə,n,3
h,,iə,n,6
h,,iə,p,5
h,,iə,p,6
h,,iə,t,5
h,,iə,t,6
h,,iə,w,5
h,,iə,w,3
h,,iə,w,6
h,w,aː,,1
h,w,aː,n,1
h,w,aː,ŋ,1
h,w,ɛ,ŋ,1
h,w,aː,j,2
h,w,aː,n,2
h,w,aː,ŋ,2
h,w,ɛ,ŋ,2
h,w,aː,n,5
h,w,aː,n,4
h,w,a,k,5
h,w,a,k,6
h,w,ɛ,k,6
h,w,aː,j,6
h,w,aː,n,6
h,w,aː,n,3
h,w,a,ŋ,1
h,w,aː,ŋ,3
h,w,a,ŋ,2
h,w,ɛ,ŋ,6
h,w,aː,t,6
h,,u,,1
h,,u,ŋ,1
h,w,i,,1
h,w,i,ŋ,1
h,w,iə,n,1
h,w,iə,n,5
h,w,iə,n,2
h,w,iə,n,4
h,w,iə,n,6
h,w,iə,t,5
h,w,iə,t,6
h,w,ə,n,1
h,w,i,k,5
h,w,i,ŋ,5
h,w,e,,2
h,w,e,,6
h,w,ə,n,5
h,,uə,ŋ,5
h,w,i,ŋ,2
h,,aː,,2
h,,aː,j,2
h,,aː,m,2
h,,aː,n,2
h,,aː,ŋ,2
h,,ɛ,ŋ,2
h,,aː,w,2
h,,aː,,5
h,,aː,k,5
h,,ɛ,k,5
h,,aː,m,5
h,,aː,n,5
h,,aː,t,5
h,,ə,m,1
h,,ə,n,1
h,,aː,j,4
h,,aː,m,4
h,,aː,n,4
h,,aː,ŋ,4
h,,ɛ,ŋ,4
h,,i,ŋ,2
h,,i,,5
h,,i,k,5
h,w,aː,,2
h,w,ɛ,,2
h,w,aː,,5
h,,o,,1
h,,o,j,1
h,,o,n,1
h,w,aː,,4
h,,u,ŋ,2
h,,u,,5
h,,u,k,5
h,,u,ŋ,5
h,,u,j,5
h,,i,,4
h,,ɨ,,1
h,,aː,,6
h,,e,,2
h,,e,,4
h,,e,,6
h,,i,,3
h,,o,,5
h,,o,,2
h,,o,,3
h,,o,,4
h,,o,,6
h,,u,,3
h,,ɨ,,3
h,w,aː,,6
h,w,aː,,3
h,,ɨə,,5
h,,aː,k,6
h,,a,k,5
h,,a,k,6
h,,ɔ,k,6
h,,o,k,5
h,,o,k,6
h,,ɨ,k,5
h,,ɨ,k,6
h,,ɛ,k,6
h,,i,k,6
h,,aː,j,6
h,,aː,j,3
h,,o,j,5
h,,o,j,2
h,,o,j,3
h,,o,j,6
h,,əː,j,6
h,,aː,m,6
h,,aː,m,3
h,,aː,n,6
h,,ə,n,5
h,,ə,n,6
h,,o,n,2
h,,o,n,4
h,,ɨ,ŋ,1
h,,aː,ŋ,6
h,,a,ŋ,2
h,,o,ŋ,5
h,,o,ŋ,2
h,,ɨ,ŋ,5
h,,i,ŋ,4
h,,ɛ,ŋ,6
h,,aː,w,6
h,,aː,w,3
h,,aː,p,6
h,,ə,p,5
h,,əː,p,6
h,,aː,t,6
h,,ə,t,5
h,,ə,t,6
h,,o,t,5
h,,o,t,6
h,,ɨ,w,1
h,,ə,w,5
h,,ə,w,2
h,,ə,w,6
h,,ɨ,w,4
h,,ɨ,w,6
h,,u,j,3
h,,ɨə,k,5
h,,ɨə,ŋ,1
h,,ɨə,ŋ,5
h,,ɨə,ŋ,3
x,,aː,,1
x,,aː,j,1
x,,aː,m,1
x,,aː,n,1
x,,aː,ŋ,1
x,,ɛ,ŋ,1
x,,aː,w,1
x,,i,,1
x,,i,ŋ,1
x,,iə,m,1
x,,iə,n,1
x,,iə,w,1
x,,iə,m,5
x,,iə,m,3
x,,iə,n,3
x,,iə,p,5
x,,iə,t,5
x,,iə,w,5
x,w,aː,,1
x,w,aː,n,1
x,w,aː,k,5
x,w,aː,j,5
x,w,aː,n,5
x,w,aː,ŋ,5
x,w,aː,t,5
x,w,a,k,5
x,w,aː,n,3
x,w,ɛ,ŋ,3
x,,u,,1
x,,u,ŋ,1
x,w,i,,1
x,w,i,ŋ,1
x,w,iə,n,1
x,w,iə,n,5
x,w,iə,n,3
x,w,iə,t,5
x,w,ə,n,1
x,w,e,,1
x,,uə,ŋ,1
x,w,i,k,5
x,w,e,,3
x,w,e,k,5
x,w,ə,n,3
x,w,ə,t,5
x,,aː,w,2
x,,aː,k,5
x,,ɛ,k,5
x,,aː,j,5
x,,aː,m,5
x,,aː,n,5
x,,aː,ŋ,5
x,,ɛ,ŋ,5
x,,aː,w,5
x,,aː,p,5
x,,aː,t,5
x,,ə,m,1
x,,ə,w,1
x,,e,,1
x,,i,,5
x,,i,k,5
x,w,aː,,5
x,,o,,1
x,,o,j,1
x,,o,n,1
x,,o,ŋ,1
x,,u,k,5
x,,u,ŋ,5
x,,ɨ,,1
x,,aː,,3
x,,e,,5
x,,e,,3
x,,i,,3
x,,o,,5
x,,o,,3
x,,u,,3
x,,ɨ,,5
x,,ɨ,,3
x,w,aː,,3
x,,a,k,5
x,,o,k,5
x,,aː,j,3
x,,o,j,5
x,,əː,j,3
x,,aː,m,3
x,,aː,n,3
x,,ə,n,3
x,,o,n,5
x,,o,n,3
x,,aː,ŋ,3
x,,a,ŋ,3
x,,o,ŋ,5
x,,o,ŋ,3
x,,u,ŋ,3
x,,aː,w,3
x,,aː,p,6
x,,ə,p,5
x,,ə,t,5
x,,ɨ,w,1
x,,ə,w,5
x,,ə,w,3
x,,ɨ,w,5
x,,ɨə,k,5
x,,ɨə,ŋ,1
k,,i,,1
k,,i,m,1
k,,i,ŋ,1
k,,iə,m,1
k,,iə,n,1
k,,iə,w,1
k,,iə,m,5
k,,iə,m,2
k,,iə,m,3
k,,iə,m,6
k,,iə,n,5
k,,iə,n,2
k,,iə,n,3
k,,iə,n,6
k,,iə,p,5
k,,iə,p,6
k,,iə,t,5
k,,iə,t,6
k,,iə,w,5
k,,iə,w,2
k,,iə,w,3
k,,iə,w,6
k,,e,,1
k,,i,,2
k,,i,ŋ,2
k,,i,,5
k,,i,k,5
k,,i,ŋ,5
k,,i,,4
k,,e,,5
k,,e,,6
k,,i,,3
k,,i,,6
k,,i,k,6
k,,e,ŋ,2
k,,i,p,6
k,,e,t,5
l,,aː,,1
l,,aː,j,1
l,,aː,m,1
l,,aː,n,1
l,,aː,ŋ,1
l,,aː,w,1
l,,i,,1
l,,i,ŋ,1
l,,iə,m,1
l,,iə,n,1
l,,iə,w,1
l,,iə,m,4
l,,iə,m,6
l,,iə,n,4
l,,iə,p,6
l,,iə,t,6
l,,iə,w,4
l,,iə,w,6
l,w,aː,,1
l,w,aː,n,1
l,,ɔ,ŋ,1
l,w,aː,t,5
l,w,aː,j,6
l,w,aː,n,6
l,,u,ŋ,1
l,w,i,,1
l,w,iə,n,1
l,w,iə,n,5
l,w,iə,n,6
l,w,iə,t,6
l,w,ə,n,1
l,w,ə,n,6
l,w,ə,t,6
l,,ə,m,1
l,,ə,n,1
l,,ə,w,1
l,,aː,j,4
l,,aː,m,4
l,,aː,n,4
l,,aː,ŋ,4
